,Pclass,Age,SibSp,Parch,Fare,Sex_Id,Age_Label_Id,TtlFamMbr,Title_Id,Survived
571,1,53,2,0,51.4792,1,5,2,12,1
572,1,36,0,0,26.3875,0,5,0,11,1
573,3,21,0,0,7.75,1,4,0,8,1
574,3,16,0,0,8.05,0,3,0,11,0
575,3,19,0,0,14.5,0,4,0,11,0
576,2,34,0,0,13.0,1,4,0,8,1
577,1,39,1,0,55.9,1,5,1,12,1
578,3,35,1,0,14.4583,1,4,1,12,0
579,3,32,0,0,7.925,0,4,0,11,1
580,2,25,1,1,30.0,1,4,2,8,1
581,1,39,1,1,110.8833,1,5,2,12,1
582,2,54,0,0,26.0,0,5,0,11,0
583,1,36,0,0,40.125,0,5,0,11,0
584,3,32,0,0,8.7125,0,4,0,11,0
585,1,18,0,2,79.65,1,3,2,8,1
586,2,47,0,0,15.0,0,5,0,11,0
587,1,60,1,1,79.2,0,5,2,11,1
588,3,22,0,0,8.05,0,4,0,11,0
589,3,32,0,0,8.05,0,4,0,11,0
590,3,35,0,0,7.125,0,4,0,11,0
591,1,52,1,0,78.2667,1,5,1,12,1
592,3,47,0,0,7.25,0,5,0,11,0
593,3,21,0,2,7.75,1,4,2,8,0
594,2,37,1,0,26.0,0,5,1,11,0
595,3,36,1,1,24.15,0,5,2,11,0
596,2,21,0,0,33.0,1,4,0,8,1
597,3,49,0,0,0.0,0,5,0,11,0
598,3,32,0,0,7.225,0,4,0,11,0
599,1,49,1,0,56.9292,0,5,1,15,1
600,2,24,2,1,27.0,1,4,3,12,1
601,3,32,0,0,7.8958,0,4,0,11,0
602,1,32,0,0,42.4,0,4,0,11,0
603,3,44,0,0,8.05,0,5,0,11,0
604,1,35,0,0,26.55,0,4,0,11,1
605,3,36,1,0,15.55,0,5,1,11,0
606,3,30,0,0,7.8958,0,4,0,11,0
607,1,27,0,0,30.5,0,4,0,11,1
608,2,22,1,2,41.5792,1,4,3,12,1
609,1,40,0,0,153.4625,1,5,0,8,1
610,3,39,1,5,31.275,1,5,6,12,0
611,3,32,0,0,7.05,0,4,0,11,0
612,3,21,1,0,15.5,1,4,1,8,1
613,3,32,0,0,7.75,0,4,0,11,0
614,3,35,0,0,8.05,0,4,0,11,0
615,2,24,1,2,65.0,1,4,3,8,1
616,3,34,1,1,14.4,0,4,2,11,0
617,3,26,1,0,16.1,1,4,1,12,0
618,2,4,2,1,39.0,1,1,3,8,1
619,2,26,0,0,10.5,0,4,0,11,0
620,3,27,1,0,14.4542,0,4,1,11,0
621,1,42,1,0,52.5542,0,5,1,11,1
622,3,20,1,1,15.7417,0,4,2,11,1
623,3,21,0,0,7.8542,0,4,0,11,0
624,3,21,0,0,16.1,0,4,0,11,0
625,1,61,0,0,32.3208,0,6,0,11,0
626,2,57,0,0,12.35,0,5,0,14,0
627,1,21,0,0,77.9583,1,4,0,8,1
628,3,26,0,0,7.8958,0,4,0,11,0
629,3,32,0,0,7.7333,0,4,0,11,0
630,1,80,0,0,30.0,0,6,0,11,1
631,3,51,0,0,7.0542,0,5,0,11,0
632,1,32,0,0,30.5,0,4,0,3,1
633,1,32,0,0,0.0,0,4,0,11,0
634,3,9,3,2,27.9,1,2,5,8,0
635,2,28,0,0,13.0,1,4,0,8,1
636,3,32,0,0,7.925,0,4,0,11,0
637,2,31,1,1,26.25,0,4,2,11,0
638,3,41,0,5,39.6875,1,5,5,12,0
639,3,32,1,0,16.1,0,4,1,11,0
640,3,20,0,0,7.8542,0,4,0,11,0
641,1,24,0,0,69.3,1,4,0,9,1
642,3,2,3,2,27.9,1,1,5,8,0
643,3,32,0,0,56.4958,0,4,0,11,1
644,3,0,2,1,19.2583,1,0,3,8,1
645,1,48,1,0,76.7292,0,5,1,11,1
646,3,19,0,0,7.8958,0,4,0,11,0
647,1,56,0,0,35.5,0,5,0,1,1
648,3,32,0,0,7.55,0,4,0,11,0
649,3,23,0,0,7.55,1,4,0,8,1
650,3,32,0,0,7.8958,0,4,0,11,0
651,2,18,0,1,23.0,1,3,1,8,1
652,3,21,0,0,8.4333,0,4,0,11,0
653,3,21,0,0,7.8292,1,4,0,8,1
654,3,18,0,0,6.75,1,3,0,8,0
655,2,24,2,0,73.5,0,4,2,11,0
656,3,32,0,0,7.8958,0,4,0,11,0
657,3,32,1,1,15.5,1,4,2,12,0
658,2,23,0,0,13.0,0,4,0,11,0
659,1,58,0,2,113.275,0,5,2,11,0
660,1,50,2,0,133.65,0,5,2,3,1
661,3,40,0,0,7.225,0,5,0,11,0
662,1,47,0,0,25.5875,0,5,0,11,0
663,3,36,0,0,7.4958,0,5,0,11,0
664,3,20,1,0,7.925,0,4,1,11,1
665,2,32,2,0,73.5,0,4,2,11,0
666,2,25,0,0,13.0,0,4,0,11,0
667,3,32,0,0,7.775,0,4,0,11,0
668,3,43,0,0,8.05,0,5,0,11,0
669,1,35,1,0,52.0,1,4,1,12,1
670,2,40,1,1,39.0,1,5,2,12,1
671,1,31,1,0,52.0,0,4,1,11,0
672,2,70,0,0,10.5,0,6,0,11,0
673,2,31,0,0,13.0,0,4,0,11,1
674,2,32,0,0,0.0,0,4,0,11,0
675,3,18,0,0,7.775,0,3,0,11,0
676,3,24,0,0,8.05,0,4,0,11,0
677,3,18,0,0,9.8417,1,3,0,8,1
678,3,43,1,6,46.9,1,5,7,12,0
679,1,36,0,1,512.3292,0,5,1,11,1
680,3,21,0,0,8.1375,1,4,0,8,0
681,1,27,0,0,76.7292,0,4,0,11,1
682,3,20,0,0,9.225,0,4,0,11,0
683,3,14,5,2,46.9,0,3,7,11,0
684,2,60,1,1,39.0,0,5,2,11,0
685,2,25,1,2,41.5792,0,4,3,11,0
686,3,14,4,1,39.6875,0,3,5,11,0
687,3,19,0,0,10.1708,0,4,0,11,0
688,3,18,0,0,7.7958,0,3,0,11,0
689,1,15,0,1,211.3375,1,3,1,8,1
690,1,31,1,0,57.0,0,4,1,11,1
691,3,4,0,1,13.4167,1,1,1,8,1
692,3,32,0,0,56.4958,0,4,0,11,1
693,3,25,0,0,7.225,0,4,0,11,0
694,1,60,0,0,26.55,0,5,0,1,0
695,2,52,0,0,13.5,0,5,0,11,0
696,3,44,0,0,8.05,0,5,0,11,0
697,3,21,0,0,7.7333,1,4,0,8,1
698,1,49,1,1,110.8833,0,5,2,11,0
699,3,42,0,0,7.65,0,5,0,11,0
700,1,18,1,0,227.525,1,3,1,12,1
701,1,35,0,0,26.2875,0,4,0,11,1
702,3,18,0,1,14.4542,1,3,1,8,0
703,3,25,0,0,7.7417,0,4,0,11,0
704,3,26,1,0,7.8542,0,4,1,11,0
705,2,39,0,0,26.0,0,5,0,11,0
706,2,45,0,0,13.5,1,5,0,12,1
707,1,42,0,0,26.2875,0,5,0,11,1
708,1,22,0,0,151.55,1,4,0,8,1
709,3,4,1,1,15.2458,0,1,2,7,1
710,1,24,0,0,49.5042,1,4,0,9,1
711,1,32,0,0,26.55,0,4,0,11,0
712,1,48,1,0,52.0,0,5,1,11,1
713,3,29,0,0,9.4833,0,4,0,11,0
714,2,52,0,0,13.0,0,5,0,11,0
715,3,19,0,0,7.65,0,4,0,11,0
716,1,38,0,0,227.525,1,5,0,8,1
717,2,27,0,0,10.5,1,4,0,8,1
718,3,32,0,0,15.5,0,4,0,11,0
719,3,33,0,0,7.775,0,4,0,11,0
720,2,6,0,1,33.0,1,2,1,8,1
721,3,17,1,0,7.0542,0,3,1,11,0
722,2,34,0,0,13.0,0,4,0,11,0
723,2,50,0,0,13.0,0,5,0,11,0
724,1,27,1,0,53.1,0,4,1,11,1
725,3,20,0,0,8.6625,0,4,0,11,0
726,2,30,3,0,21.0,1,4,3,12,1
727,3,21,0,0,7.7375,1,4,0,8,1
728,2,25,1,0,26.0,0,4,1,11,0
729,3,25,1,0,7.925,1,4,1,8,0
730,1,29,0,0,211.3375,1,4,0,8,1
731,3,11,0,0,18.7875,0,2,0,11,0
732,2,32,0,0,0.0,0,4,0,11,0
733,2,23,0,0,13.0,0,4,0,11,0
734,2,23,0,0,13.0,0,4,0,11,0
735,3,28,0,0,16.1,0,4,0,11,0
736,3,48,1,3,34.375,1,5,4,12,0
737,1,35,0,0,512.3292,0,4,0,11,1
738,3,32,0,0,7.8958,0,4,0,11,0
739,3,32,0,0,7.8958,0,4,0,11,0
740,1,32,0,0,30.0,0,4,0,11,1
741,1,36,1,0,78.85,0,5,1,11,0
742,1,21,2,2,262.375,1,4,4,8,1
743,3,24,1,0,16.1,0,4,1,11,0
744,3,31,0,0,7.925,0,4,0,11,1
745,1,70,1,1,71.0,0,6,2,0,0
746,3,16,1,1,20.25,0,3,2,11,0
747,2,30,0,0,13.0,1,4,0,8,1
748,1,19,1,0,53.1,0,4,1,11,0
749,3,31,0,0,7.75,0,4,0,11,0
750,2,4,1,1,23.0,1,1,2,8,1
751,3,6,0,1,12.475,0,2,1,7,1
752,3,33,0,0,9.5,0,4,0,11,0
753,3,23,0,0,7.8958,0,4,0,11,0
754,2,48,1,2,65.0,1,5,3,12,1
755,2,0,1,1,14.5,0,0,2,7,1
756,3,28,0,0,7.7958,0,4,0,11,0
757,2,18,0,0,11.5,0,3,0,11,0
758,3,34,0,0,8.05,0,4,0,11,0
759,1,33,0,0,86.5,1,4,0,16,1
760,3,32,0,0,14.5,0,4,0,11,0
761,3,41,0,0,7.125,0,5,0,11,0
762,3,20,0,0,7.2292,0,4,0,11,1
763,1,36,1,2,120.0,1,5,3,12,1
764,3,16,0,0,7.775,0,3,0,11,0
765,1,51,1,0,77.9583,1,5,1,12,1
766,1,42,0,0,39.6,0,5,0,3,0
767,3,30,0,0,7.75,1,4,0,8,0
768,3,32,1,0,24.15,0,4,1,11,0
769,3,32,0,0,8.3625,0,4,0,11,0
770,3,24,0,0,9.5,0,4,0,11,0
771,3,48,0,0,7.8542,0,5,0,11,0
772,2,57,0,0,10.5,1,5,0,12,0
773,3,32,0,0,7.225,0,4,0,11,0
774,2,54,1,3,23.0,1,5,4,12,1
775,3,18,0,0,7.75,0,3,0,11,0
776,3,32,0,0,7.75,0,4,0,11,0
777,3,5,0,0,12.475,1,1,0,8,1
778,3,32,0,0,7.7375,0,4,0,11,0
779,1,43,0,1,211.3375,1,5,1,12,1
780,3,13,0,0,7.2292,1,3,0,8,1
781,1,17,1,0,57.0,1,3,1,12,1
782,1,29,0,0,30.0,0,4,0,11,0
783,3,32,1,2,23.45,0,4,3,11,0
784,3,25,0,0,7.05,0,4,0,11,0
785,3,25,0,0,7.25,0,4,0,11,0
786,3,18,0,0,7.4958,1,3,0,8,1
787,3,8,4,1,29.125,0,2,5,7,0
788,3,1,1,2,20.575,0,1,3,7,1
789,1,46,0,0,79.2,0,5,0,11,0
790,3,32,0,0,7.75,0,4,0,11,0
791,2,16,0,0,26.0,0,3,0,11,0
792,3,21,8,2,69.55,1,4,10,8,0
793,1,32,0,0,30.6958,0,4,0,11,0
794,3,25,0,0,7.8958,0,4,0,11,0
795,2,39,0,0,13.0,0,5,0,11,0
796,1,49,0,0,25.9292,1,5,0,3,1
797,3,31,0,0,8.6833,1,4,0,12,1
798,3,30,0,0,7.2292,0,4,0,11,0
799,3,30,1,1,24.15,1,4,2,12,0
800,2,34,0,0,13.0,0,4,0,11,0
801,2,31,1,1,26.25,1,4,2,12,1
802,1,11,1,2,120.0,0,2,3,7,1
803,3,0,0,1,8.5167,0,0,1,7,1
804,3,27,0,0,6.975,0,4,0,11,1
805,3,31,0,0,7.775,0,4,0,11,0
806,1,39,0,0,0.0,0,5,0,11,0
807,3,18,0,0,7.775,1,3,0,8,0
808,2,39,0,0,13.0,0,5,0,11,0
809,1,33,1,0,53.1,1,4,1,12,1
810,3,26,0,0,7.8875,0,4,0,11,0
811,3,39,0,0,24.15,0,5,0,11,0
812,2,35,0,0,10.5,0,4,0,11,0
813,3,6,4,2,31.275,1,2,6,8,0
814,3,30,0,0,8.05,0,4,0,11,0
815,1,32,0,0,0.0,0,4,0,11,0
816,3,23,0,0,7.925,1,4,0,8,0
817,2,31,1,1,37.0042,0,4,2,11,0
818,3,43,0,0,6.45,0,5,0,11,0
819,3,10,3,2,27.9,0,2,5,7,0
820,1,52,1,1,93.5,1,5,2,12,1
821,3,27,0,0,8.6625,0,4,0,11,1
822,1,38,0,0,0.0,0,5,0,4,0
823,3,27,0,1,12.475,1,4,1,12,1
824,3,2,4,1,39.6875,0,1,5,7,0
825,3,32,0,0,6.95,0,4,0,11,0
826,3,32,0,0,56.4958,0,4,0,11,0
827,2,1,0,2,37.0042,0,1,2,7,1
828,3,32,0,0,7.75,0,4,0,11,1
829,1,62,0,0,80.0,1,6,0,12,1
830,3,15,1,0,14.4542,1,3,1,12,1
831,2,0,1,1,18.75,0,0,2,7,1
832,3,32,0,0,7.2292,0,4,0,11,0
833,3,23,0,0,7.8542,0,4,0,11,0
834,3,18,0,0,8.3,0,3,0,11,0
835,1,39,1,1,83.1583,1,5,2,8,1
836,3,21,0,0,8.6625,0,4,0,11,0
837,3,32,0,0,8.05,0,4,0,11,0
838,3,32,0,0,56.4958,0,4,0,11,1
839,1,32,0,0,29.7,0,4,0,11,1
840,3,20,0,0,7.925,0,4,0,11,0
841,2,16,0,0,10.5,0,3,0,11,0
842,1,30,0,0,31.0,1,4,0,8,1
843,3,34,0,0,6.4375,0,4,0,11,0
844,3,17,0,0,8.6625,0,3,0,11,0
845,3,42,0,0,7.55,0,5,0,11,0
846,3,32,8,2,69.55,0,4,10,11,0
847,3,35,0,0,7.8958,0,4,0,11,0
848,2,28,0,1,33.0,0,4,1,14,0
849,1,35,1,0,89.1042,1,4,1,12,1
850,3,4,4,2,31.275,0,1,6,7,0
851,3,74,0,0,7.775,0,6,0,11,0
852,3,9,1,1,15.2458,1,2,2,8,0
853,1,16,0,1,39.4,1,3,1,8,1
854,2,44,1,0,26.0,1,5,1,12,0
855,3,18,0,1,9.35,1,3,1,12,1
856,1,45,1,1,164.8667,1,5,2,12,1
857,1,51,0,0,26.55,0,5,0,11,1
858,3,24,0,3,19.2583,1,4,3,12,1
859,3,32,0,0,7.2292,0,4,0,11,0
860,3,41,2,0,14.1083,0,5,2,11,0
861,2,21,1,0,11.5,0,4,1,11,0
862,1,48,0,0,25.9292,1,5,0,12,1
863,3,21,8,2,69.55,1,4,10,8,0
864,2,24,0,0,13.0,0,4,0,11,0
865,2,42,0,0,13.0,1,5,0,12,1
866,2,27,1,0,13.8583,1,4,1,8,1
867,1,31,0,0,50.4958,0,4,0,11,0
868,3,32,0,0,9.5,0,4,0,11,0
869,3,4,1,1,11.1333,0,1,2,7,1
870,3,26,0,0,7.8958,0,4,0,11,0
871,1,47,1,1,52.5542,1,5,2,12,1
872,1,33,0,0,5.0,0,4,0,11,0
873,3,47,0,0,9.0,0,5,0,11,0
874,2,28,1,0,24.0,1,4,1,12,1
875,3,15,0,0,7.225,1,3,0,8,1
876,3,20,0,0,9.8458,0,4,0,11,0
877,3,19,0,0,7.8958,0,4,0,11,0
878,3,32,0,0,7.8958,0,4,0,11,0
879,1,56,0,1,83.1583,1,5,1,12,1
880,2,25,0,1,26.0,1,4,1,12,1
881,3,33,0,0,7.8958,0,4,0,11,0
882,3,22,0,0,10.5167,1,4,0,8,0
883,2,28,0,0,10.5,0,4,0,11,0
884,3,25,0,0,7.05,0,4,0,11,0
885,3,39,0,5,29.125,1,5,5,12,0
886,2,27,0,0,13.0,0,4,0,14,0
887,1,19,0,0,30.0,1,4,0,8,1
888,3,21,1,2,23.45,1,4,3,8,0
889,1,26,0,0,30.0,0,4,0,11,1
890,3,32,0,0,7.75,0,4,0,11,0
